                                                                   Intersection: NC 27 at SR 1561 (Bailey Road)
                                                                                     Count Number: 10-07025
                                                                                   NCDOT Division Number: 6
                                                                                               County: Harnett
                                                                                                    City: Coats
                                                                        12 Hour Count Volume: 3,663 vehicles

             Count Day & Date                       Count Time(s)                  Weather Conditions
         Monday, December 13, 2010                   3 PM ­ 7 PM                      Clear (30°F)
         Tuesday, December 14, 2010          6 AM - 9 AM / 10 AM ­ 3 PM               Clear (20°F)

  Counter: Al Daniels
  Data Processor: Shannon Grubbs, EI
  Data Collection Method: Jamar Count Board (Unit # T12-1590)

  NOTES
  1) No school is located in the immediate vicinity of the intersection.
  2) Pedestrians were observed and counted - none were disabled.
  3) All approach grades are 0%.
  4) No highway construction was observed within a ¼ mile radius.
  5) Data collection equipment was operating correctly at time of
     count.
  6) Counter took a break from 11:00 to 11:15 AM. Data for this
     period was interpolated.                                                                         VICINITY MAP
  7) The counter did not have any additional notes.




                                                                                     INTERSECTION SKETCH

Mekuria Engineering, Inc.  Post Office Box 10505, Raleigh, NC 27605  www.mekuriaengineering.com  phone: 919.833.8741
                                                                 Intersection: NC 27 at SR 1561 (Bailey Road)
                                                                                   Count Number: 10-07025
                                                                                 NCDOT Division Number: 6
                                                                                             County: Harnett
                                                                                                  City: Coats
                                                                      12 Hour Count Volume: 3,663 vehicles


                              Intersection Leg Photographs ­ Facing Intersection




          SR 1561 (Bailey Road) ­ Southern Leg                       SR 1561 (Bailey Road) ­ Northern Leg




              NC Highway 27 ­ Western Leg                                NC Highway 27 ­ Eastern Leg




Mekuria Engineering, Inc.  Post Office Box 10505, Raleigh, NC 27605  www.mekuriaengineering.com  phone: 919.833.8741
                                                                 Intersection: NC 27 at SR 1561 (Bailey Road)
                                                                                   Count Number: 10-07025
                                                                                 NCDOT Division Number: 6
                                                                                             County: Harnett
                                                                                                  City: Coats
                                                                      12 Hour Count Volume: 3,663 vehicles


                               Intersection Leg Photographs ­ Facing Upstream




          SR 1561 (Bailey Road) ­ Southern Leg                       SR 1561 (Bailey Road) ­ Northern Leg




              NC Highway 27 ­ Western Leg                                NC Highway 27 ­ Eastern Leg




Mekuria Engineering, Inc.  Post Office Box 10505, Raleigh, NC 27605  www.mekuriaengineering.com  phone: 919.833.8741
                                                     Mekuria Engineering, Inc.
                                             Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Al Daniels                                                                                                 File Name      : 10-07025
Weather Conditions: Clear                          phone: 919.833.8743 / fax: 919.833.1276                             Site Code      : 01007025
NCDOT Division: 6                                                                                                      Start Date     : 12/13/2010
County: Harnett                                                                                                        Page No        :1


                                                 Groups Printed- All Vehicles - Trucks (3+ Axles)
                      SR 1561 (Bailey Road)         NC Highway 27                SR 1561 (Bailey Road)         NC Highway 27
                            Southbound                 Westbound                       Northbound                 Eastbound
        Start Time    Right      Thru     Left   Right     Thru        Left      Right      Thru     Left   Right     Thru     Left     Int. Total
            Total           0      0        0        0         0        0         0         0        0       0       0         0              0

        10:00 AM            0      0        0        0         1        0         0         0        0       0       1         0              2
        10:15 AM            0      0        0        0         3        0         0         0        0       0       0         0              3
        10:30 AM            0      0        0        0         3        0         0         0        0       0       0         0              3
        10:45 AM            0      0        0        0         0        0         0         0        0       0       1         0              1
            Total           0      0        0        0         7        0         0         0        0       0       2         0              9

        11:00 AM            0      0        0        0         0        0         0         0        0       0       0         0              0
        11:15 AM            0      0        0        0         2        0         0         0        0       0       1         0              3
        11:30 AM            0      0        0        0         3        0         0         0        0       0       2         0              5
        11:45 AM            0      0        0        0         0        0         0         0        0       0       2         0              2
            Total           0      0        0        0         5        0         0         0        0       0       5         0             10

        12:00 PM            0      0        0        0         1        0         0         0        0       0       2         0              3
        12:15 PM            0      1        0        0         2        0         0         0        0       0       2         0              5
        12:30 PM            0      0        0        0         0        0         0         0        0       0       1         0              1
        12:45 PM            0      0        0        0         0        0         0         0        0       0       1         0              1
            Total           0      1        0        0         3        0         0         0        0       0       6         0             10

        01:00 PM            0      0        0        0         0        0         0         0        0       0       3         0              3
        01:15 PM            0      0        0        0         1        0         0         0        0       0       0         0              1
        01:30 PM            0      0        0        0         3        0         0         0        0       0       0         0              3
        01:45 PM            0      0        0        0         0        0         0         0        0       0       1         0              1
            Total           0      0        0        0         4        0         0         0        0       0       4         0              8

        02:00 PM            0      0        0        0         1        0         0         0        0       0       0         0              1
        02:15 PM            0      0        0        0         2        0         0         0        0       0       2         0              4
        02:30 PM            0      0        0        0         2        0         0         0        0       0       1         0              3
        02:45 PM            0      0        0        0         0        0         0         0        0       0       0         0              0
            Total           0      0        0        0         5        0         0         0        0       0       3         0              8

        03:00 PM            0      0        0        0         1        0         0         0        0       0       1         0              2
        03:15 PM            0      0        0        0         1        0         0         0        0       0       1         0              2
        03:30 PM            0      0        0        0         1        0         0         0        0       0       0         0              1
        03:45 PM            0      0        0        0         2        0         0         0        0       0       1         0              3
            Total           0      0        0        0         5        0         0         0        0       0       3         0              8
                                                     Mekuria Engineering, Inc.
                                             Post Office Box 10505, Raleigh, North Carolina 27605
Counted By: Al Daniels                                                                                               File Name      : 10-07025
Weather Conditions: Clear                          phone: 919.833.8743 / fax: 919.833.1276                           Site Code      : 01007025
NCDOT Division: 6                                                                                                    Start Date     : 12/13/2010
County: Harnett                                                                                                      Page No        :2

                                                        Groups Printed- Trucks (3+ Axles)
                      SR 1561 (Bailey Road)          NC Highway 27             SR 1561 (Bailey Road)         NC Highway 27
                            Southbound                  Westbound                     Northbound                Eastbound
        Start Time    Right      Thru     Left    Right     Thru       Left     Right      Thru    Left   Right     Thru     Left     Int. Total
         04:00 PM        0          0       0         0        0         0         0          0      0       0         0       0              0
         04:15 PM        0          0       0         0        4         0         0          0      0       0         1       0              5
         04:30 PM        0          0       0         0        0         0         0          0      0       0         0       0              0
         04:45 PM        0          0       0         0        0         0         0          0      0       0         1       0              1
              Total      0          0       0         0        4         0         0          0      0       0         2       0              6

        05:00 PM            0      0        0        0         1        0         0         0        0       0       2         0              3
        05:15 PM            0      0        0        0         2        0         0         0        0       0       0         0              2
        05:30 PM            0      0        0        0         0        0         0         0        0       0       3         0              3
        05:45 PM            0      0        0        0         0        0         0         0        0       0       0         0              0
            Total           0      0        0        0         3        0         0         0        0       0       5         0              8

        06:00 PM            0      0        0        0         1        0         0         0        0       0       1         0              2
        06:15 PM            0      0        0        0         0        0         0         0        0       0       1         0              1
        06:30 PM            0      0        0        0         0        0         0         0        0       0       2         0              2
        06:45 PM            0      0        0        0         0        0         0         0        0       0       0         0              0
            Total           0      0        0        0         1        0         0         0        0       0       4         0              5

      Grand Total           0      1        0        0       60         0         0         0        0       0      58         0           119
        Apprch %            0    100        0        0      100         0         0         0        0       0     100         0
          Total %           0    0.8        0        0      50.4        0         0         0        0       0     48.7        0

